Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Value,Value Unit,Value Label,Null Reason
2019,Office administration,S0809,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2020,Office administration,S0809,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2021,Office administration,S0809,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2022,Office administration,S0809,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2023,Office administration,S0809,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2024,Office administration,S0809,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2015,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2016,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2017,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2018,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2019,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2020,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2021,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2022,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2023,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2024,Office administration,S0809,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2015,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2016,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2017,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2018,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2019,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2020,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2021,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2022,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2023,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2024,Office administration,S0809,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2015,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2016,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2017,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2018,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2019,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2020,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2021,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2022,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2023,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2024,Office administration,S0809,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2015,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2016,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2017,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2018,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2019,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,5,number,Number of students enrolled,
2020,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,5,number,Number of students enrolled,
2021,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,5,number,Number of students enrolled,
2022,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2023,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2024,Office administration,S0809,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2015,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2016,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2017,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2018,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2019,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2020,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2021,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2022,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2023,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2024,Office administration,S0809,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2015,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2016,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2017,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2018,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2019,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,5,number,Number of students enrolled,
2020,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,5,number,Number of students enrolled,
2021,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,5,number,Number of students enrolled,
2022,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2023,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2024,Office administration,S0809,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2015,Office administration,S0809,Total people,Total,Domestic,12770,number,Number of students enrolled,
2016,Office administration,S0809,Total people,Total,Domestic,10575,number,Number of students enrolled,
2017,Office administration,S0809,Total people,Total,Domestic,8010,number,Number of students enrolled,
2018,Office administration,S0809,Total people,Total,Domestic,5895,number,Number of students enrolled,
2019,Office administration,S0809,Total people,Total,Domestic,5395,number,Number of students enrolled,
2020,Office administration,S0809,Total people,Total,Domestic,5915,number,Number of students enrolled,
2021,Office administration,S0809,Total people,Total,Domestic,6135,number,Number of students enrolled,
2022,Office administration,S0809,Total people,Total,Domestic,5780,number,Number of students enrolled,
2023,Office administration,S0809,Total people,Total,Domestic,5605,number,Number of students enrolled,
2024,Office administration,S0809,Total people,Total,Domestic,4170,number,Number of students enrolled,
2015,Office administration,S0809,Total people,Total,International,360,number,Number of students enrolled,
2016,Office administration,S0809,Total people,Total,International,230,number,Number of students enrolled,
2017,Office administration,S0809,Total people,Total,International,100,number,Number of students enrolled,
2018,Office administration,S0809,Total people,Total,International,30,number,Number of students enrolled,
2019,Office administration,S0809,Total people,Total,International,5,number,Number of students enrolled,
2020,Office administration,S0809,Total people,Total,International,25,number,Number of students enrolled,
2021,Office administration,S0809,Total people,Total,International,15,number,Number of students enrolled,
2022,Office administration,S0809,Total people,Total,International,5,number,Number of students enrolled,
2023,Office administration,S0809,Total people,Total,International,10,number,Number of students enrolled,
2024,Office administration,S0809,Total people,Total,International,15,number,Number of students enrolled,
2015,Office administration,S0809,Total people,Total,Total,13130,number,Number of students enrolled,
2016,Office administration,S0809,Total people,Total,Total,10805,number,Number of students enrolled,
2017,Office administration,S0809,Total people,Total,Total,8110,number,Number of students enrolled,
2018,Office administration,S0809,Total people,Total,Total,5925,number,Number of students enrolled,
2019,Office administration,S0809,Total people,Total,Total,5400,number,Number of students enrolled,
2020,Office administration,S0809,Total people,Total,Total,5945,number,Number of students enrolled,
2021,Office administration,S0809,Total people,Total,Total,6150,number,Number of students enrolled,
