Year ended June,Measure,External cause of injury or poisoning,External cause of injury or poisoning Code,Sex,Age group,Value,Value Unit,Value Label,Null Reason
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,80-84,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,85-*,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,total,278,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,*-4,40,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,5-9,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,10-14,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,15-19,15,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,20-24,25,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,25-29,20,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,30-34,34,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,35-39,14,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,40-44,21,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,45-49,18,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,50-54,30,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,55-59,17,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,60-64,13,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,65-69,8,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,70-74,7,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,75-79,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,80-84,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Male,85-*,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,total,128,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,*-4,22,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,5-9,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,10-14,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,15-19,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,20-24,14,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,25-29,14,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,30-34,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,35-39,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,40-44,8,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,45-49,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,50-54,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,55-59,10,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,60-64,9,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,65-69,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,70-74,7,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,75-79,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Female,85-*,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X50 Overexertion and strenuous or repetitive movements,X50,Total,total,7164,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X50 Overexertion and strenuous or repetitive movements,X50,Total,*-4,87,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X50 Overexertion and strenuous or repetitive movements,X50,Total,5-9,91,number,Number of hospitalisations,
