Census Year,Subject population,Age group,Post-school qualification field of study,Post-school qualification field of study Code,Unit,Value,Value Unit,Value Label,Null Reason
2013,Census usually resident population,15-*,Teacher education: special education,S070113,Count,3765,number,Number of people,
2013,Census usually resident population,15-*,Teacher education: special education,S070113,Percentage of total stated,0.127458657185,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Teacher education: special education,S070113,Count,5691,number,Number of people,
2018,Census usually resident population,15-*,Teacher education: special education,S070113,Percentage of total stated,0.1623043278873,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Teacher education: special education,S070113,Count,6189,number,Number of people,
2023,Census usually resident population,15-*,Teacher education: special education,S070113,Percentage of total stated,0.1604785574821,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,English language teaching (ESOL/EFL),S070115,Count,1473,number,Number of people,
2013,Census usually resident population,15-*,English language teaching (ESOL/EFL),S070115,Percentage of total stated,0.04986629536081,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,English language teaching (ESOL/EFL),S070115,Count,2334,number,Number of people,
2018,Census usually resident population,15-*,English language teaching (ESOL/EFL),S070115,Percentage of total stated,0.066564452871,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,English language teaching (ESOL/EFL),S070115,Count,2622,number,Number of people,
2023,Census usually resident population,15-*,English language teaching (ESOL/EFL),S070115,Percentage of total stated,0.06798752265603,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Te matauranga Māori me te whakangungu (Māori education),S070116,Count,339,number,Number of people,
2013,Census usually resident population,15-*,Te matauranga Māori me te whakangungu (Māori education),S070116,Percentage of total stated,0.0114763571808,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Te matauranga Māori me te whakangungu (Māori education),S070116,Count,207,number,Number of people,
2018,Census usually resident population,15-*,Te matauranga Māori me te whakangungu (Māori education),S070116,Percentage of total stated,0.005903531167222,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Te matauranga Māori me te whakangungu (Māori education),S070116,Count,498,number,Number of people,
2023,Census usually resident population,15-*,Te matauranga Māori me te whakangungu (Māori education),S070116,Percentage of total stated,0.01291296196899,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Bilingual early childhood teacher training (pre-service),S070118,Count,3,number,Number of people,
2013,Census usually resident population,15-*,Bilingual early childhood teacher training (pre-service),S070118,Percentage of total stated,0.0001015606830159,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Bilingual early childhood teacher training (pre-service),S070118,Count,6,number,Number of people,
2018,Census usually resident population,15-*,Bilingual early childhood teacher training (pre-service),S070118,Percentage of total stated,0.0001711168454267,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Bilingual early childhood teacher training (pre-service),S070118,Count,435,number,Number of people,
2023,Census usually resident population,15-*,Bilingual early childhood teacher training (pre-service),S070118,Percentage of total stated,0.01127939449099,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Immersion early childhood teacher training (pre-service),S070120,Count,90,number,Number of people,
2013,Census usually resident population,15-*,Immersion early childhood teacher training (pre-service),S070120,Percentage of total stated,0.003046820490477,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Immersion early childhood teacher training (pre-service),S070120,Count,27,number,Number of people,
2018,Census usually resident population,15-*,Immersion early childhood teacher training (pre-service),S070120,Percentage of total stated,0.0007700258044203,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Immersion early childhood teacher training (pre-service),S070120,Count,138,number,Number of people,
2023,Census usually resident population,15-*,Immersion early childhood teacher training (pre-service),S070120,Percentage of total stated,0.003578290666107,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Bilingual primary teacher training (pre-service),S070122,Count,48,number,Number of people,
2013,Census usually resident population,15-*,Bilingual primary teacher training (pre-service),S070122,Percentage of total stated,0.001624970928254,percentage,% of people aged 15+ where information available,
