Year,Cross analysis variable,Category,Measured variable,Response category,Value,Value Unit,Value Label,Null Reason
2021,Highest qualification,No qualification,Number of people by number of hours contributed,10 to 15 hours,11.8,number,Thousands of hours,
2021,Highest qualification,Level 1–4 certificate,Number of people by number of hours contributed,10 to 15 hours,160,number,Thousands of hours,
2021,Highest qualification,Level 5–6 diploma,Number of people by number of hours contributed,10 to 15 hours,44.4,number,Thousands of hours,
2021,Highest qualification,Level 7 / Bachelor degree and above,Number of people by number of hours contributed,10 to 15 hours,74.1,number,Thousands of hours,
2021,Highest qualification,No qualification,Number of people by number of hours contributed,15 to 20 hours,15.1,number,Thousands of hours,
2021,Highest qualification,Level 1–4 certificate,Number of people by number of hours contributed,15 to 20 hours,63.8,number,Thousands of hours,
2021,Highest qualification,Level 5–6 diploma,Number of people by number of hours contributed,15 to 20 hours,17.9,number,Thousands of hours,
2021,Highest qualification,Level 7 / Bachelor degree and above,Number of people by number of hours contributed,15 to 20 hours,25.7,number,Thousands of hours,
2021,Highest qualification,No qualification,Number of people by number of hours contributed,20 to 25 hours,8.6,number,Thousands of hours,
2021,Highest qualification,Level 1–4 certificate,Number of people by number of hours contributed,20 to 25 hours,55.2,number,Thousands of hours,
2021,Highest qualification,Level 5–6 diploma,Number of people by number of hours contributed,20 to 25 hours,29.6,number,Thousands of hours,
2021,Highest qualification,Level 7 / Bachelor degree and above,Number of people by number of hours contributed,20 to 25 hours,53.2,number,Thousands of hours,
2021,Highest qualification,No qualification,Number of people by number of hours contributed,25+ hours,48.4,number,Thousands of hours,
2021,Highest qualification,Level 1–4 certificate,Number of people by number of hours contributed,25+ hours,160,number,Thousands of hours,
2021,Highest qualification,Level 5–6 diploma,Number of people by number of hours contributed,25+ hours,52.1,number,Thousands of hours,
2021,Highest qualification,Level 7 / Bachelor degree and above,Number of people by number of hours contributed,25+ hours,108.2,number,Thousands of hours,
2021,Highest qualification,No qualification,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",5.2,percentage,% of people who volunteered,
2021,Highest qualification,Level 1–4 certificate,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",13.4,percentage,% of people who volunteered,
2021,Highest qualification,Level 5–6 diploma,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",10.4,percentage,% of people who volunteered,
2021,Highest qualification,Level 7 / Bachelor degree and above,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",13.6,percentage,% of people who volunteered,
2021,Highest qualification,No qualification,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,38.2,percentage,% of people who volunteered,
2021,Highest qualification,Level 1–4 certificate,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,34.6,percentage,% of people who volunteered,
2021,Highest qualification,Level 5–6 diploma,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,29.9,percentage,% of people who volunteered,
2021,Highest qualification,Level 7 / Bachelor degree and above,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,32,percentage,% of people who volunteered,
2021,Highest qualification,No qualification,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",8.3,percentage,% of people who volunteered,
2021,Highest qualification,Level 1–4 certificate,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",15.2,percentage,% of people who volunteered,
2021,Highest qualification,Level 5–6 diploma,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",9.2,percentage,% of people who volunteered,
2021,Highest qualification,Level 7 / Bachelor degree and above,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",26.2,percentage,% of people who volunteered,
2021,Highest qualification,No qualification,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,32.5,percentage,% of people who volunteered,
2021,Highest qualification,Level 1–4 certificate,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,24.1,percentage,% of people who volunteered,
2021,Highest qualification,Level 5–6 diploma,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,28.2,percentage,% of people who volunteered,
2021,Highest qualification,Level 7 / Bachelor degree and above,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,29.1,percentage,% of people who volunteered,
2021,Highest qualification,No qualification,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",9.2,percentage,% of people who volunteered,
2021,Highest qualification,Level 1–4 certificate,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",9.1,percentage,% of people who volunteered,
2021,Highest qualification,Level 5–6 diploma,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",11.7,percentage,% of people who volunteered,
2021,Highest qualification,Level 7 / Bachelor degree and above,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",11.5,percentage,% of people who volunteered,
2021,Highest qualification,No qualification,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",16.9,percentage,% of people who volunteered,
2021,Highest qualification,Level 1–4 certificate,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",15.1,percentage,% of people who volunteered,
2021,Highest qualification,Level 5–6 diploma,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",26.5,percentage,% of people who volunteered,
2021,Highest qualification,Level 7 / Bachelor degree and above,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",13.2,percentage,% of people who volunteered,
2021,Highest qualification,No qualification,Percentage of volunteers by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",9.6,percentage,% of people who volunteered,
